label	family	model	claim_line1	what_to_check	assigned	report
card-work3-E08-F01-03	work3	deepseek-v4-pro	RESULT work3-E08-F01-03 sha=f01a0c42d7de — nova-work E08-F01 acceptance criterion, criterion E08-F01-03 (docs/roadmaps/nova-work.sexp): Refuse stale discovery a	earlier nova-work test card (PRs #2056/#2098): is the test earned, red without the behaviour?	Emma	results/card-work3-E08-F01-03/RESULT.md
card-work3-E08-F03-01	work3	deepseek-v4-pro	RESULT work3-E08-F03-01 sha=f01a0c42d7de34 — nova-work E08-F03 acceptance criterion, criterion E08-F03-01 (docs/roadmaps/nova-work.sexp): Index every known frie	earlier nova-work test card (PRs #2056/#2098): is the test earned, red without the behaviour?	Emma	results/card-work3-E08-F03-01/RESULT.md
card-work3-E08-F03-03	work3	deepseek-v4-pro	RESULT work3-E08-F03-03 sha=f01a0c42d7de34acd4cea8199e2f35510c50cde5 — nova-work E08-F03 acceptance criterion, criterion E08-F03-03 (docs/roadmaps/nova-work.sex	earlier nova-work test card (PRs #2056/#2098): is the test earned, red without the behaviour?	Emma	results/card-work3-E08-F03-03/RESULT.md
card-work3-E11-F06-03	work3	deepseek-v4-pro	RESULT work3-E11-F06-03 sha=f01a0c42d7de34acd4cea8199e2f35510c50cde5 — nova-work E11-F06 acceptance criterion, criterion E11-F06-03 (docs/roadmaps/nova-work.sex	earlier nova-work test card (PRs #2056/#2098): is the test earned, red without the behaviour?	Emma	results/card-work3-E11-F06-03/RESULT.md
card-work4-E10-F01-58	work4	deepseek-v4-pro	RESULT work4-E10-F01-58 sha=5298f6be12ea — nova-work E10-F01 criterion E10-F01-58 (sexp id E10-F01-01): Attach stable error code, stage, verb, request/operation	CRITERION implemented red-first: fetch the branch (work4/PRS.tsv), suite alone on hulk, then remove the behaviour: the new test must go red; refuse a constructor test.	Emma	results/card-work4-E10-F01-58/RESULT.md
card-work4-E10-F03-60	work4	deepseek-v4-pro	RESULT work4-E10-F03-60 sha=5298f6be12ea — nova-work E10-F03 criterion E10-F03-60 (sexp id E10-F03-03): Map each suite to an owner, command and CI lane without 	CRITERION implemented red-first: fetch the branch (work4/PRS.tsv), suite alone on hulk, then remove the behaviour: the new test must go red; refuse a constructor test.	Emma	results/card-work4-E10-F03-60/RESULT.md
card-work4-E10-F03-61	work4	deepseek-v4-pro	RESULT work4-E10-F03-61 sha=5298f6be12ea — nova-work E10-F03 criterion E10-F03-61 (sexp id E10-F03-04): Keep per-change CI within two minutes, exhaustive fault/	CRITERION implemented red-first: fetch the branch (work4/PRS.tsv), suite alone on hulk, then remove the behaviour: the new test must go red; refuse a constructor test.	Emma	results/card-work4-E10-F03-61/RESULT.md
card-work4m-E02-F06-19	work4m	deepseek-v4-pro	RESULT work4m-E02-F06-19 sha=5298f6be12ea — nova-work E02-F06 criterion E02-F06-19 (sexp id E02-F06-03): Provide reproducible build/install and small startup/st	CRITERION implemented red-first: fetch the branch (work4/PRS.tsv), suite alone on hulk, then remove the behaviour: the new test must go red; refuse a constructor test.	Emma	results/card-work4m-E02-F06-19/RESULT.md
card-work4m-E03-F03-23	work4m	deepseek-v4-pro	RESULT work4m-E03-F03-23 sha=5298f6be12ea — nova-work E03-F03 criterion E03-F03-23 (sexp id E03-F03-02): Record author, reason, scope revision and exact member 	CRITERION implemented red-first: fetch the branch (work4/PRS.tsv), suite alone on hulk, then remove the behaviour: the new test must go red; refuse a constructor test.	Emma	results/card-work4m-E03-F03-23/RESULT.md
card-work4m-E04-F01-25	work4m	deepseek-v4-pro	RESULT work4m-E04-F01-25 sha=5298f6be12ea — nova-work E04-F01 criterion E04-F01-25 (sexp id E04-F01-03): Label features, leaves and member grains with revision	CRITERION implemented red-first: fetch the branch (work4/PRS.tsv), suite alone on hulk, then remove the behaviour: the new test must go red; refuse a constructor test.	Emma	results/card-work4m-E04-F01-25/RESULT.md
card-work4m-E11-F05-72	work4m	deepseek-v4-pro	RESULT work4m-E11-F05-72 sha=5298f6be12ea — nova-work E11-F05 criterion E11-F05-72 (sexp id E11-F05-03): no-receipt-of-receipt: a worker returns one structured 	CRITERION implemented red-first: fetch the branch (work4/PRS.tsv), suite alone on hulk, then remove the behaviour: the new test must go red; refuse a constructor test.	Emma	results/card-work4m-E11-F05-72/RESULT.md
card-work4p-E02-F07-01	work4p	qwen/qwen3.7-flash	RESULT: BLOCKED card-work4p-E02-F07-01	PROVE: HOLDS or UNEARNED for a verified nova-work criterion; break the behaviour as described, run the named test on hulk outside the wall: does it move?	Emma	results/card-work4p-E02-F07-01/RESULT.md
card-work4p-E02-F07-03	work4p	deepseek-v4-flash	RESULT work4p-E02-F07-03 sha=5298f6be12ea — nova-work E02-F07: does the green MOVE? criterion E02-F07-03: Derive who, stale, expired and handoffs views from lea	PROVE: HOLDS or UNEARNED for a verified nova-work criterion; break the behaviour as described, run the named test on hulk outside the wall: does it move?	Emma	results/card-work4p-E02-F07-03/RESULT.md
card-work4p-E02-F07-04	work4p	deepseek/deepseek-v4-flash	RESULT: BLOCKED card-work4p-E02-F07-04	PROVE: HOLDS or UNEARNED for a verified nova-work criterion; break the behaviour as described, run the named test on hulk outside the wall: does it move?	Emma	results/card-work4p-E02-F07-04/RESULT.md
card-work4p-E03-F01-01	work4p	-	RESULT: BLOCKED card-work4p-E03-F01-01	PROVE: HOLDS or UNEARNED for a verified nova-work criterion; break the behaviour as described, run the named test on hulk outside the wall: does it move?	Emma	results/card-work4p-E03-F01-01/RESULT.md
card-work4p-E03-F01-02	work4p	qwen/qwen3.7-flash	RESULT work4p-E03-F01-02 sha=5298f6be12ea — nova-work E03-F01: does the green MOVE? criterion E03-F01-02: Validate multi-node changes all-or-none	PROVE: HOLDS or UNEARNED for a verified nova-work criterion; break the behaviour as described, run the named test on hulk outside the wall: does it move?	Emma	results/card-work4p-E03-F01-02/RESULT.md
card-work4p-E03-F02-02	work4p	-	RESULT: BLOCKED card-work4p-E03-F02-02	PROVE: HOLDS or UNEARNED for a verified nova-work criterion; break the behaviour as described, run the named test on hulk outside the wall: does it move?	Emma	results/card-work4p-E03-F02-02/RESULT.md
card-work4p-E03-F02-03	work4p	-	RESULT: BLOCKED card-work4p-E03-F02-03	PROVE: HOLDS or UNEARNED for a verified nova-work criterion; break the behaviour as described, run the named test on hulk outside the wall: does it move?	Emma	results/card-work4p-E03-F02-03/RESULT.md
card-work4p-E03-F05-01	work4p	deepseek/deepseek-v4-flash	RESULT work4p-E03-F05-01 sha=5298f6be12ea — nova-work E03-F05: does the green MOVE? criterion E03-F05-01: Create typed compensating envelopes from preimages	PROVE: HOLDS or UNEARNED for a verified nova-work criterion; break the behaviour as described, run the named test on hulk outside the wall: does it move?	Emma	results/card-work4p-E03-F05-01/RESULT.md
card-work4p-E03-F05-02	work4p	-	RESULT: BLOCKED card-work4p-E03-F05-02	PROVE: HOLDS or UNEARNED for a verified nova-work criterion; break the behaviour as described, run the named test on hulk outside the wall: does it move?	Emma	results/card-work4p-E03-F05-02/RESULT.md
card-work4p-E04-F01-01	work4p	deepseek-v4-flash	RESULT work4p-E04-F01-01 sha=5298f6be12ea — nova-work E04-F01: does the green MOVE? criterion E04-F01-01: Maintain root open-item counters in mutation envelopes	PROVE: HOLDS or UNEARNED for a verified nova-work criterion; break the behaviour as described, run the named test on hulk outside the wall: does it move?	Emma	results/card-work4p-E04-F01-01/RESULT.md
card-work4p-E04-F02-01	work4p	qwen/qwen3.7-flash	RESULT: BLOCKED card-work4p-E04-F02-01	PROVE: HOLDS or UNEARNED for a verified nova-work criterion; break the behaviour as described, run the named test on hulk outside the wall: does it move?	Emma	results/card-work4p-E04-F02-01/RESULT.md
card-work4p-E04-F02-02	work4p	-	RESULT: BLOCKED card-work4p-E04-F02-02	PROVE: HOLDS or UNEARNED for a verified nova-work criterion; break the behaviour as described, run the named test on hulk outside the wall: does it move?	Emma	results/card-work4p-E04-F02-02/RESULT.md
card-work4p-E04-F02-03	work4p	-	RESULT work4p-E04-F02-03 sha=5298f6be12ea — nova-work E04-F02: does the green MOVE? criterion E04-F02-03: Print completed required leaves as k/n and never avera	PROVE: HOLDS or UNEARNED for a verified nova-work criterion; break the behaviour as described, run the named test on hulk outside the wall: does it move?	Emma	results/card-work4p-E04-F02-03/RESULT.md
card-work4p-E04-F03-02	work4p	deepseek-v4-flash	RESULT work4p-E04-F03-02 sha=5298f6be12ea — nova-work E04-F03: does the green MOVE? criterion E04-F03-02: Report open plus closed totals without double membersh	PROVE: HOLDS or UNEARNED for a verified nova-work criterion; break the behaviour as described, run the named test on hulk outside the wall: does it move?	Emma	results/card-work4p-E04-F03-02/RESULT.md
card-work4p-E04-F03-03	work4p	deepseek/deepseek-v4-flash	RESULT work4p-E04-F03-03 sha=5298f6be12ea — nova-work E04-F03: does the green MOVE? criterion E04-F03-03: Report closed-in, settles-in and revives-in for window	PROVE: HOLDS or UNEARNED for a verified nova-work criterion; break the behaviour as described, run the named test on hulk outside the wall: does it move?	Emma	results/card-work4p-E04-F03-03/RESULT.md
card-work4p-E05-F01-03	work4p	deepseek-v4-flash	RESULT work4p-E05-F01-03 sha=5298f6be12ea — nova-work E05-F01: does the green MOVE? criterion E05-F01-03: Make correction generation invalidate prior qualificat	PROVE: HOLDS or UNEARNED for a verified nova-work criterion; break the behaviour as described, run the named test on hulk outside the wall: does it move?	Emma	results/card-work4p-E05-F01-03/RESULT.md
card-work4p-E05-F02-01	work4p	qwen/qwen3.7-flash	RESULT work4p-E05-F02-01 sha=5298f6be12ea — nova-work E05-F02: does the green MOVE? criterion E05-F02-01: Verify every evidence event, including those not named	PROVE: HOLDS or UNEARNED for a verified nova-work criterion; break the behaviour as described, run the named test on hulk outside the wall: does it move?	Emma	results/card-work4p-E05-F02-01/RESULT.md
card-work4p-E05-F02-02	work4p	-	RESULT: BLOCKED card-work4p-E05-F02-02	PROVE: HOLDS or UNEARNED for a verified nova-work criterion; break the behaviour as described, run the named test on hulk outside the wall: does it move?	Emma	results/card-work4p-E05-F02-02/RESULT.md
card-work4p-E05-F02-03	work4p	-	RESULT: BLOCKED card-work4p-E05-F02-03	PROVE: HOLDS or UNEARNED for a verified nova-work criterion; break the behaviour as described, run the named test on hulk outside the wall: does it move?	Emma	results/card-work4p-E05-F02-03/RESULT.md
card-work4p-E05-F03-01	work4p	-	RESULT: BLOCKED card-work4p-E05-F03-01	PROVE: HOLDS or UNEARNED for a verified nova-work criterion; break the behaviour as described, run the named test on hulk outside the wall: does it move?	Emma	results/card-work4p-E05-F03-01/RESULT.md
card-work4p-E05-F03-02	work4p	deepseek-v4-flash	RESULT work4p-E05-F03-02 sha=5298f6be12ea — nova-work E05-F03: does the green MOVE? criterion E05-F03-02: Support attested criteria with reviewer identity and r	PROVE: HOLDS or UNEARNED for a verified nova-work criterion; break the behaviour as described, run the named test on hulk outside the wall: does it move?	Emma	results/card-work4p-E05-F03-02/RESULT.md
card-work4p-E05-F03-03	work4p	-	RESULT: BLOCKED card-work4p-E05-F03-03	PROVE: HOLDS or UNEARNED for a verified nova-work criterion; break the behaviour as described, run the named test on hulk outside the wall: does it move?	Emma	results/card-work4p-E05-F03-03/RESULT.md
card-work4p-E05-F03-04	work4p	qwen/qwen3.7-flash	RESULT work4p-E05-F03-04 sha=5298f6be12ea — nova-work E05-F03: does the green MOVE? criterion E05-F03-04: reuse-only-valid-review: reuse a review only for uncha	PROVE: HOLDS or UNEARNED for a verified nova-work criterion; break the behaviour as described, run the named test on hulk outside the wall: does it move?	Emma	results/card-work4p-E05-F03-04/RESULT.md
card-work4p-E05-F04-01	work4p	-	RESULT: BLOCKED card-work4p-E05-F04-01	PROVE: HOLDS or UNEARNED for a verified nova-work criterion; break the behaviour as described, run the named test on hulk outside the wall: does it move?	Emma	results/card-work4p-E05-F04-01/RESULT.md
card-work4p-E05-F04-02	work4p	deepseek/deepseek-v4-flash	"""RESULT work4p-E05-F04-02 sha=5298f6be12ea — nova-work E05-F04: does the green MOVE? criterion E05-F04-02: Keep merged fix, verified behavior and published dist"	PROVE: HOLDS or UNEARNED for a verified nova-work criterion; break the behaviour as described, run the named test on hulk outside the wall: does it move?	Emma	results/card-work4p-E05-F04-02/RESULT.md
card-work4p-E05-F05-01	work4p	deepseek-v4-flash	RESULT work4p-E05-F05-01 sha=5298f6be12ea — nova-work E05-F05: does the green MOVE? criterion E05-F05-01: Use independent oracle/comparator and deliberately bro	PROVE: HOLDS or UNEARNED for a verified nova-work criterion; break the behaviour as described, run the named test on hulk outside the wall: does it move?	Emma	results/card-work4p-E05-F05-01/RESULT.md
card-work4p-E05-F05-03	work4p	-	RESULT: BLOCKED card-work4p-E05-F05-03	PROVE: HOLDS or UNEARNED for a verified nova-work criterion; break the behaviour as described, run the named test on hulk outside the wall: does it move?	Emma	results/card-work4p-E05-F05-03/RESULT.md
card-work4p-E05-F06-03	work4p	-	RESULT: BLOCKED card-work4p-E05-F06-03	PROVE: HOLDS or UNEARNED for a verified nova-work criterion; break the behaviour as described, run the named test on hulk outside the wall: does it move?	Emma	results/card-work4p-E05-F06-03/RESULT.md
card-work4p-E06-F01-02	work4p	-	RESULT: BLOCKED card-work4p-E06-F01-02	PROVE: HOLDS or UNEARNED for a verified nova-work criterion; break the behaviour as described, run the named test on hulk outside the wall: does it move?	Emma	results/card-work4p-E06-F01-02/RESULT.md
card-work4p-E06-F01-03	work4p	-	RESULT: BLOCKED card-work4p-E06-F01-03	PROVE: HOLDS or UNEARNED for a verified nova-work criterion; break the behaviour as described, run the named test on hulk outside the wall: does it move?	Emma	results/card-work4p-E06-F01-03/RESULT.md
card-work4p-E06-F01-04	work4p	-	RESULT: BLOCKED card-work4p-E06-F01-04	PROVE: HOLDS or UNEARNED for a verified nova-work criterion; break the behaviour as described, run the named test on hulk outside the wall: does it move?	Emma	results/card-work4p-E06-F01-04/RESULT.md
card-work4p-E06-F02-03	work4p	qwen/qwen3.7-flash	RESULT work4p-E06-F02-03 sha=5298f6be12ea — nova-work E06-F02: does the green MOVE? criterion E06-F02-03: Maintain rolling 24-hour default window with at most t	PROVE: HOLDS or UNEARNED for a verified nova-work criterion; break the behaviour as described, run the named test on hulk outside the wall: does it move?	Emma	results/card-work4p-E06-F02-03/RESULT.md
card-work4p-E06-F03-02	work4p	-	RESULT: BLOCKED card-work4p-E06-F03-02	PROVE: HOLDS or UNEARNED for a verified nova-work criterion; break the behaviour as described, run the named test on hulk outside the wall: does it move?	Emma	results/card-work4p-E06-F03-02/RESULT.md
card-work4p-E06-F04-01	work4p	-	RESULT: BLOCKED card-work4p-E06-F04-01	PROVE: HOLDS or UNEARNED for a verified nova-work criterion; break the behaviour as described, run the named test on hulk outside the wall: does it move?	Emma	results/card-work4p-E06-F04-01/RESULT.md
card-work4p-E06-F05-02	work4p	-	RESULT: BLOCKED card-work4p-E06-F05-02	PROVE: HOLDS or UNEARNED for a verified nova-work criterion; break the behaviour as described, run the named test on hulk outside the wall: does it move?	Emma	results/card-work4p-E06-F05-02/RESULT.md
card-work4p-E06-F05-03	work4p	qwen/qwen3.7-flash	RESULT: BLOCKED card-work4p-E06-F05-03	PROVE: HOLDS or UNEARNED for a verified nova-work criterion; break the behaviour as described, run the named test on hulk outside the wall: does it move?	Emma	results/card-work4p-E06-F05-03/RESULT.md
card-work4p-E07-F01-01	work4p	-	RESULT: BLOCKED card-work4p-E07-F01-01	PROVE: HOLDS or UNEARNED for a verified nova-work criterion; break the behaviour as described, run the named test on hulk outside the wall: does it move?	Emma	results/card-work4p-E07-F01-01/RESULT.md
card-work4p-E07-F01-02	work4p	-	RESULT: BLOCKED card-work4p-E07-F01-02	PROVE: HOLDS or UNEARNED for a verified nova-work criterion; break the behaviour as described, run the named test on hulk outside the wall: does it move?	Emma	results/card-work4p-E07-F01-02/RESULT.md
card-work4p-E07-F04-03	work4p	deepseek-v4-flash	RESULT work4p-E07-F04-03 sha=5298f6be12ea — nova-work E07-F04: does the green MOVE? criterion E07-F04-03: Keep source support separate from qualified acceptance	PROVE: HOLDS or UNEARNED for a verified nova-work criterion; break the behaviour as described, run the named test on hulk outside the wall: does it move?	Emma	results/card-work4p-E07-F04-03/RESULT.md
